t	s	v	ve	vh	zmixreal	zmix	zhm	qin	qhin	qout	qhout	srf	iin	temp	temph	pin	phin	nin	nhin	pomin	pomhin	xin1	xhin1	xin2	xhin2	zin	zhin	oin	ohin	ae	ah
189	166.08	31984560.0000001	30331360.0000001	1653200.00000002	9	6.29123574321935	1.42320936639119	0	412320.00000003	0	86400	2.41848341232228	796.5	18.835	16.18	48.2526616855161	48.2526616855161	1.85202413985587	1.85202413985587	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.42238663695432	9.98913912212838	0	185279.999999981
190	166.1	32093200	29769200	2324000	8.5	6.221537751962	1.62290502793296	0	235008	0	126368.000000093	2.17663507109005	1182.5	18.8	16.56	112.149227546322	112.149227546322	4.03311757295606	4.03311757295606	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.42964466864837	9.90597801682834	0	562160.000000071
191	166.11	32147520.0000001	30929020.0000001	1218500.00000002	9.5	6.36419174600326	1.30084338635636	0	207360	0	153039.999999892	1.95897156398104	1159.5	19.25	17.3	127.102457885832	127.102457885832	4.57086658268354	4.57086658268354	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.33675176500335	9.74601433213543	1159820.00000009	0
192	166.11	32147520.0000001	28622080.0000001	3525440.00000002	7.75	6.07597839545599	1.91808487486399	0	182304	0	182304	1.76307440758294	1294	19.8075	17.65	144.571516078671	144.571516078671	5.19908995186753	5.19908995186753	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.22293590712917	9.6712582022353	0	2306940.00000001
193	166.11	32147520.0000001	24604420	7543100.00000006	6	5.5251906407595	2.65639526693902	0	171072	0	171072	1.58676696682464	1207	20.365	18	154.06358531616	154.06358531616	5.54044434264671	5.54044434264671	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.1105074749711	9.59707548406713	0	4017660.00000004
194	166.11	32147520.0000001	18814920.0000001	13332600	4.25	4.63959293800949	3.73169502910882	0	149472	0	149472	1.42809027014218	1430	20.9225	18.35	176.327109205779	176.327109205779	6.34108658869393	6.34108658869393	60.6803571428571	60.6803571428571	0	0	0	0	0	0	8.99944955568278	9.5234617793158	0	5789499.99999996
195	166.09	32038880	13615380	18423500	3	3.76885397612063	4.57499379190465	0	130464	0	239104.000000063	1.28528124312796	1240	21.48	18.7	202.01715160662	202.01715160662	7.26495350890099	7.26495350890099	60.6803571428571	60.6803571428571	0	0	0	0	0	0	8.88974544258698	9.45041272340318	0	5199540.00000008
196	166.08	31984560.0000001	13602560	18382000.0000001	3	3.76718708214314	4.56809145129226	0	139968	0	194287.999999952	1.15675311881517	660	21.2933333333333	18.6533333333333	188.29993760864	188.29993760864	6.7716541965682	6.7716541965682	60.6803571428571	60.6803571428571	0	0	0	0	0	0	8.92632772808497	9.46012012941496	0	12819.9999999851
197	166.07	31930240	14290106.6666667	17640133.3333333	3.16666666666666	3.88237538339732	4.44873734826322	0	149472	0	203792.000000108	1.0679012345679	636	21.1066666666667	18.6066666666667	176.327109205779	176.327109205779	6.34108658869393	6.34108658869393	60.6803571428571	60.6803571428571	0	0	0	0	0	0	8.96306055373294	9.46983750681468	687546.666666642	0
198	166.06	31875920	15691520	16184400	3.5	4.12961720835383	4.21293211162016	0	182304	0	236623.999999955	1.21965317919075	551	20.92	18.56	144.571516078671	144.571516078671	5.19908995186753	5.19908995186753	60.6803571428571	60.6803571428571	0	0	0	0	0	0	8.99994453902026	9.47956486584488	1401413.33333334	0
199	166.06	31875920	21271320	10604600	5	5.02527541790587	3.32557701956849	0	171072	0	171072	1.09768786127168	313	20.3575	18.345	154.06358531616	154.06358531616	5.54044434264671	5.54044434264671	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.11201083272808	9.52450941773057	5579800.00000001	0
200	166.05	31821600.0000001	25716100	6105500.00000003	6.5	5.68445598658049	2.39619309262167	0	406944	0	461263.999999952	2.37878787878788	267	19.795	18.13	64.7655836360927	64.7655836360927	2.32910399117632	2.32910399117632	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.22547256327787	9.5696670609103	4444780.00000003	0
201	166.12	32201840.0000001	29133360	3068480.00000002	8	6.14141753071918	1.79864009378664	0	847584	0	467344.000000015	2.14090909090909	142.5	19.2325	17.915	31.0954025408763	31.0954025408763	1.11825482145163	1.11825482145163	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.3403471064917	9.6150388056934	3417260	0
202	166.31	33233590	31845090	1388499.99999999	9.5	6.47745406300399	1.3471427185408	1118149.99999996	0	0	86400	1.92681818181818	440	18.67	17.7	23.8131068638561	23.8131068638561	0.85636844640441	0.85636844640441	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.45665205455342	9.66062566717925	1593580.00000003	0
203	166.42	33830799.9999999	32348799.9999999	1481999.99999999	9.5	6.5428880968587	1.36917960088691	683609.999999888	0	0	86400	1.73413636363636	1106.5	18.58	16.855	43.6403288878393	43.6403288878393	1.56939625156516	1.56939625156516	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.47539477479122	9.84189638930732	0	179899.999999993
204	166.44	33939400	32440400	1499000	9.5	6.55470827171037	1.37296208096721	374112	0	0	265511.99999994	1.56072272727273	1066.5	18.49	16.01	86.2138736740992	86.2138736740992	3.25959770790329	3.25959770790329	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.49417464237884	10.0265684516625	0	282511.999999952
205	166.44	33939400	16143800	17795600	3.5	4.2061378778412	4.47305449426905	0	354240	0	354240	1.40465045454545	1109.5	21.16	18.07	91.0502617094755	91.0502617094755	3.44245318907835	3.44245318907835	60.6803571428571	60.6803571428571	0	0	0	0	0	0	8.95255006337673	9.58230736219418	0	16296600
206	166.41	33776500	20273400	13503100	4.5	4.8725611020315	3.75419817615658	0	249696	0	412596.000000015	1.26418540909091	595	20.8025	17.91	129.171651560156	129.171651560156	4.88375711945372	4.88375711945372	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.02323949140774	9.61609651813514	4129599.99999999	0
207	166.37	33559330	23576630	9982699.99999999	5.5	5.37339023350134	3.20657201593216	0	476928	0	694097.999999948	1.91003460207612	279.5	20.445	17.75	67.6279117769655	67.6279117769655	2.55689457884443	2.55689457884443	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.0944870838947	9.65000482148142	3303230.00000003	0
208	166.37	33559330	26682630	6876700	6.5	5.81889914343175	2.52152390730419	0	406944	0	406944	1.71903114186851	855	20.0875	17.59	79.2581895984819	79.2581895984819	2.99661530259474	2.99661530259474	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.16629724810992	9.6840326923709	3106000	0
209	166.36	33505040.0000001	29001680.0000001	4503360.00000001	7.5	6.12465105711471	2.09556072591903	0	281664	0	335953.999999944	1.54712802768166	1040.5	19.73	17.43	81.8066780771169	81.8066780771169	3.61558015470792	3.61558015470792	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.23867442612559	9.71818055242294	2319050.00000004	0
210	166.32	33287880	28138346.6666666	5149533.33333336	7.16666666666666	6.01321379299841	2.21402774592984	0	235008	0	452168.000000093	1.39241522491349	938	20.1133333333333	17.71	98.0477097541915	98.0477097541915	4.33337915601023	4.33337915601023	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.1610892159299	9.65850056330246	0	863333.333333444
211	166.27	33016430.0000001	27184063.3333334	5832366.66666666	6.83333333333334	5.8869021112249	2.34746967908125	0	221184	0	492633.999999885	1.25317370242215	1010	20.4966666666667	17.99	104.175691613829	104.175691613829	4.60421535326087	4.60421535326087	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.08415555643982	9.59918707293988	0	954283.333333183
212	166.22	32744980	26229780.0000001	6515199.99999999	6.5	5.75636672882814	2.46489104116223	0	221184	0	492634.000000041	1.12785633217993	347.5	20.88	18.27	104.175691613829	104.175691613829	4.60421535326087	4.60421535326087	60.6803571428571	60.6803571428571	0	0	0	0	0	0	9.00786797601555	9.5402378306421	0	954283.333333366
213	166.17	32473440	24470240	8003200.00000001	5.91666666666666	5.50562550551705	2.76812396236857	0	315360	0	586900.00000006	1.42578125	636	20.7966666666667	18.2566666666667	73.0656905565482	73.0656905565482	3.22925789160214	3.22925789160214	58.8421875	58.8421875	0	0	0	0	0	0	9.0243975481162	9.54303671088812	0	1759540.00000009
214	166.14	32310480	22531080.0000001	9779399.9999999	5.33333333333334	5.21422549192759	3.16444473207349	0	235008	0	397968.000000015	1.283203125	964.5	20.7133333333333	18.2433333333333	98.0477097541915	98.0477097541915	4.33337915601023	4.33337915601023	58.8421875	58.8421875	0	0	0	0	0	0	9.0409574522282	9.54583641225944	0	1939159.99999989
215	166.09	32038880	20479480	11559400	4.75	4.90453038875531	3.47839431872894	0	221184	0	492783.999999925	1.1548828125	1043.5	20.63	18.23	104.175691613829	104.175691613829	4.60421535326087	4.60421535326087	58.8421875	58.8421875	0	0	0	0	0	0	9.05754774401127	9.54863693499696	0	2051600.00000004
216	166.05	31821600.0000001	18409433.3333334	13412166.6666667	4.16666666666666	4.57265535580224	3.7422340029762	0	207360	0	424639.999999966	1.03939453125	787.5	20.5466666666667	18.2166666666667	111.120737721417	111.120737721417	4.91116304347826	4.91116304347826	58.8421875	58.8421875	0	0	0	0	0	0	9.07416847922723	9.55143827934164	0	2070046.66666667
217	165.99	31503600	15969333.3333334	15534266.6666666	3.58333333333334	4.17680219637415	4.10264807380801	0	195264	0	513264.000000037	1	968	20.4633333333333	18.2033333333333	118.004323243983	118.004323243983	5.21539438245479	5.21539438245479	58.8421875	58.8421875	0	0	0	0	0	0	9.09081971374023	9.55424044553453	0	2440099.99999997
218	165.94	31271600	13476000	17795600	3	3.75064152372495	4.47305449426905	0	195264	0	427264.000000067	1	1041	20.38	18.19	70.9706110185207	70.9706110185207	4.06461188704491	4.06461188704491	58.8421875	58.8421875	0	0	0	0	0	0	9.10750150351694	9.55704343381674	0	2493333.3333334
219	165.9	31086000	13884000	17202000	3.09999999999999	3.80771320496965	4.37932790224033	0	182304	0	367903.999999974	1	1192.5	20.844	18.384	76.0159151193634	76.0159151193634	4.35356533873056	4.35356533873056	58.8421875	58.8421875	0	0	0	0	0	0	9.01500503335419	9.5163408934482	408000.000000004	0
220	165.86	30900400	14291999.9999999	16608400.0000001	3.19999999999999	3.88272019437281	4.28316484423356	0	171072	0	356671.999999974	1	1084	21.308	18.578	81.0068590413418	81.0068590413418	4.63940548723307	4.63940548723307	58.8421875	58.8421875	0	0	0	0	0	0	8.92344796429825	9.47581170133363	407999.999999918	0
221	165.82	30714799.9999999	14700000	16014799.9999999	3.30000000000001	3.95632855147899	4.18446906354514	0	160704	0	346304.000000104	1	1138.5	21.772	18.772	86.233108011751	86.233108011751	4.93872197028037	4.93872197028037	58.8421875	58.8421875	0	0	0	0	0	0	8.83282075572081	9.4354551191993	408000.000000076	0
222	165.78	30529200	15108000	15421200	3.40000000000001	4.02857703473015	4.08313916543105	0	149472	0	335071.999999963	1	1253	22.236	18.966	92.7130525444259	92.7130525444259	5.30983980619739	5.30983980619739	58.8421875	58.8421875	0	0	0	0	0	0	8.74311396388895	9.39527041191567	408000	0
223	165.74	30343600	15515999.9999999	14827600.0000001	3.5	4.09950298359396	3.97906826964364	0	139968	0	325567.999999944	1	1234.5	22.7	19.16	99.008383272751	99.008383272751	5.67038448439598	5.67038448439598	58.8421875	58.8421875	0	0	0	0	0	0	8.65431824098097	9.3552568474841	407999.999999948	0
224	165.69	30111600	16026000	14085600	3.625	4.18635530232833	3.84495277610963	0	149472	0	381472.000000034	1.0679012345679	1180.5	22.6475	19.17375	92.7130525444259	92.7130525444259	5.30983980619739	5.30983980619739	58.8421875	58.8421875	0	0	0	0	0	0	8.66431975331082	9.35242731027681	510000.000000034	0
225	165.64	29879600	16444700	13434899.9999999	3.75	4.25620415268087	3.74523305084745	0	149472	0	381472.000000034	1	1001.5	22.595	19.1875	92.7130525444259	92.7130525444259	5.30983980619739	5.30983980619739	58.8421875	58.8421875	0	0	0	0	0	0	8.6743328240611	9.34959862887509	418700.000000039	0
226	165.6	29694000	16821750	12872250	3.875	4.31801392797965	3.66939851767388	0	139968	0	325567.999999948	1	1017.5	22.5425	19.20125	99.008383272751	99.008383272751	5.67038448439598	5.67038448439598	58.8421875	58.8421875	0	0	0	0	0	0	8.68435746658953	9.34677080302008	377050.000000022	0
227	165.54	29415600	17174200	12241400	4	4.37487942116391	3.58019419747309	0	139968	0	418368.000000026	1	647.5	22.49	19.215	99.008383272751	99.008383272751	5.67038448439598	5.67038448439598	58.8421875	58.8421875	0	0	0	0	0	0	8.69439369426921	9.34394383245302	352449.999999955	0
228	165.46	29044400	17502050	11542350	4.125	4.42700303494572	3.47577390990123	0	160704	0	531903.999999948	1.14814814814815	945	22.4375	19.22875	86.233108011751	86.233108011751	4.93872197028037	4.93872197028037	58.8421875	58.8421875	0	0	0	0	0	0	8.70444152048873	9.34111771691523	327850.000000007	0
229	165.37	28626800	17817600	10809200	4.25	4.47648257299451	3.35939830929886	0	130464	0	548064.000000019	1.03333333333333	1199.5	22.385	19.2425	106.220914504541	106.220914504541	6.08345885080893	6.08345885080893	58.8421875	58.8421875	0	0	0	0	0	0	8.71450095865214	9.3382924561481	315549.999999968	0
230	165.28	28209200	18114150	10095050	4.375	4.52329347692992	3.22958922515836	0	130464	0	548063.999999981	1	710.5	22.3325	19.25625	106.220914504541	106.220914504541	6.08345885080893	6.08345885080893	58.8421875	58.8421875	0	0	0	0	0	0	8.72457202217898	9.3354680498931	296550.000000071	0
231	165.18	27745200.0000001	18372400.0000001	9372800.00000002	4.5	4.56649329928274	3.07829742511824	149472	0	0	613471.999999948	1.14569536423841	719	22.28	19.27	80.96356253415	80.96356253415	5.31435969861674	5.31435969861674	58.8421875	58.8421875	0	0	0	0	0	0	8.73465472450431	9.33264449789177	108778.00000002	0
232	165.09	27327600	19848700	7478900.00000003	5	4.80594978532184	2.64048157039967	149472	0	0	567072.000000037	1.03112582781457	756	22.325	19.065	80.96356253415	80.96356253415	5.31435969861674	5.31435969861674	58.8421875	58.8421875	0	0	0	0	0	0	8.72601169533241	9.37482978088604	1326827.99999995	0
233	164.99	26862920	20902020	5960900.00000002	5.5	4.96937104331984	2.37070474069361	139968	0	0	604648	1	1107	22.37	18.86	86.4610883852343	86.4610883852343	5.67521128309072	5.67521128309072	58.8421875	58.8421875	0	0	0	0	0	0	8.71737721852527	9.41720574917874	913352.000000007	0
234	164.9	26439200	20695200	5744000	5.5	4.93775167360793	2.33116883116883	139968	0	0	563688.000000041	1	914	22.485	18.9275	86.4610883852343	86.4610883852343	5.67521128309072	5.67521128309072	58.8421875	58.8421875	0	0	0	0	0	0	8.6953501301786	9.40323157703204	0	346788.000000022
235	164.8	25968400	20465400	5503000.00000003	5.5	4.90235341381225	2.28529900332227	139968	0	0	610768	1	567.5	22.6	18.995	86.4610883852343	86.4610883852343	5.67521128309072	5.67521128309072	58.8421875	58.8421875	0	0	0	0	0	0	8.67337869992825	9.3892781411305	0	369768.000000034
236	164.71	25544410	20258310	5286100.00000004	5.5	4.87021118560337	2.24215303698678	139968	0	0	563957.999999981	1	774	22.715	19.0625	86.4610883852343	86.4610883852343	5.67521128309072	5.67521128309072	58.8421875	58.8421875	0	0	0	0	0	0	8.65146278713724	9.37534541070367	0	347057.999999993
237	164.69	25450190	20212290	5237900.00000002	5.5	4.86303702420943	2.23231333106035	171072	0	0	265292.000000037	1.22222222222222	927.5	22.83	19.13	88.6388814772462	88.6388814772462	5.45974688332864	5.45974688332864	58.8421875	58.8421875	0	0	0	0	0	0	8.62960225152393	9.36143335502672	0	217092.000000011
238	164.53	24696500	21132980	3563519.99999998	6.15	5.00441640331748	1.92726879394267	121824	0	0	875513.999999966	1.1	901	22.4814285714286	19.31	124.471620797835	124.471620797835	7.66687860212108	7.66687860212108	58.8421875	58.8421875	0	0	0	0	0	0	8.69603336310119	9.32443538327382	798866.00000007	0
239	164.43	24225500	21862800	2362700	6.80000000000001	5.11335877690511	1.63214976512849	113184	0	0	584184	1	892.5	22.1328571428571	19.49	133.973271240418	133.973271240418	8.25213651067994	8.25213651067994	58.8421875	58.8421875	0	0	0	0	0	0	8.76297586471206	9.28758363377791	616635.999999986	0
240	164.34	23801660	22345160	1456500.00000001	7.44999999999999	5.18540391431769	1.36338107273238	113184	0	0	537024	1	944	21.7842857142857	19.67	133.973271240418	133.973271240418	8.25213651067994	8.25213651067994	58.8421875	58.8421875	0	0	0	0	0	0	8.8304336930627	9.25087752864384	369175.999999991	0
241	164.25	23377850	22550350	827500.000000012	8.1	5.21720372539397	1.14850798056906	333504	0	0	757313.999999981	2.94656488549618	187.5	21.4357142857143	19.85	45.4676127784838	45.4676127784838	2.800595551552	2.800595551552	58.8421875	58.8421875	0	0	0	0	0	0	8.89841081516423	9.2143164922604	0	128313.999999985
242	164.22	23236580	22669080	567499.999999999	8.75	5.23551654997735	1.35724962630792	406944	0	0	548213.999999993	2.65190839694656	963.5	21.0871428571429	20.03	37.2622049522182	37.2622049522182	2.29518021846937	2.29518021846937	58.8421875	58.8421875	0	0	0	0	0	0	8.96691122856603	9.17789995129129	0	288213.999999981
243	164.15	22906800.0000001	22906800.0000001	0	10.15	5.27199079401612	0	207360	0	537139.999999974	0	2.38671755725191	495.5	20.7385714285714	20.21	73.1270772187282	73.1270772187282	4.50429117874613	4.50429117874613	58.8421875	58.8421875	0	0	0	0	0	0	9.03593896159082	9.14162733466614	244196.038356166	0
244	164.05	22435600.0000001	22435600.0000001	0	10.05	5.19944380069526	0	171072	0	642272	0	2.14804580152672	1061.5	20.39	20.39	88.6388814772462	88.6388814772462	5.45974688332864	5.45974688332864	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.10549807357154	9.10549807357154	244196.038356166	0
245	163.94	21951000	21951000	0	9.94	5.12634283045306	0	149472	0	634072.000000089	0	1.93324122137405	995.5	20.215	20.215	101.447968395923	101.447968395923	6.24872764681544	6.24872764681544	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.14062181096415	9.14062181096415	244196.038356166	0
246	163.81	21411500	21411500	0	9.81	5.04631157200094	0	149472	0	688972.000000011	0	1.73991709923664	237	20.04	20.04	117.534224829609	117.534224829609	5.27379802556171	5.27379802556171	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.1758810353909	9.1758810353909	244196.038356166	0
247	163.69	20913500	20913500	0	9.69	4.9711195626337	0	149472	0	647471.999999985	0	1.56592538931298	152.5	19.6264285714286	19.6264285714286	117.534224829609	117.534224829609	5.27379802556171	5.27379802556171	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.25974940701725	9.25974940701725	244196.038356166	0
248	163.56	20374000	20374000	0	9.56	4.88819577735125	0	221184	0	760683.999999959	0	1.47976878612717	685.5	19.2128571428571	19.2128571428571	79.4274253731343	79.4274253731343	3.56393382196162	3.56393382196162	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.34438434304565	9.34438434304565	244196.038356166	0
249	163.42	19792999.9999999	19792999.9999999	0	9.41999999999999	4.79714008725156	0	160704	0	741704.000000093	0	1.33179190751445	275.5	18.7992857142857	18.7992857142857	109.319467180228	109.319467180228	4.9051992388289	4.9051992388289	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.42979284994316	9.42979284994316	244196.038356166	0
250	163.28	19212000	19212000	0	9.28	4.70421155729677	0	160704	0	741703.999999907	0	1.19861271676301	676.5	18.3857142857143	18.3857142857143	109.319467180228	109.319467180228	4.9051992388289	4.9051992388289	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.51598199821656	9.51598199821656	244196.038356166	0
251	163.13	18589500	18589500	0	9.13	4.60250061896509	0	139968	0	762468.000000011	0	1.07875144508671	918	17.9721428571429	17.9721428571429	125.514943799521	125.514943799521	5.6318954223591	5.6318954223591	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.60295892299772	9.60295892299772	244196.038356166	0
252	162.97	17922800	17922800	0	8.97	4.49283064273538	0	130464	0	797164.000000022	0	1	751.5	17.5585714285714	17.5585714285714	134.658416526638	134.658416526638	6.04216594981573	6.04216594981573	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.6907308246342	9.6907308246342	244196.038356166	0
253	162.8	17202000	17202000	0	8.80000000000001	4.37932790224033	0	139968	0	860767.999999989	0	1.07284768211921	344	17.145	17.145	125.514943799521	125.514943799521	5.6318954223591	5.6318954223591	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.77930496928545	9.77930496928545	244196.038356166	0
254	162.64	16523600	16523600	0	8.63999999999999	4.26922281934683	0	130464	0	808864.000000048	0	1	707.5	16.7314285714286	16.7314285714286	134.658416526638	134.658416526638	6.04216594981573	6.04216594981573	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.8686886895242	9.8686886895242	244196.038356166	0
255	162.47	15802800	15802800	0	8.47	4.14858762994854	0	139968	0	860767.999999963	0	1.07284768211921	894.5	16.3178571428571	16.3178571428571	125.514943799521	125.514943799521	5.6318954223591	5.6318954223591	55.4691964285714	55.4691964285714	0	0	0	0	0	0	9.95888938494356	9.95888938494356	244196.038356166	0
256	162.33	15209200.0000001	15209200.0000001	0	8.33000000000001	4.04629136958605	0	221184	0	814783.999999935	0	1.58024691358025	393.5	15.9042857142857	15.9042857142857	79.4274253731343	79.4274253731343	3.56393382196162	3.56393382196162	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.0499145227696	10.0499145227696	244196.038356166	0
257	162.18	14573200.0000001	14573200.0000001	0	8.18	3.93359965450228	0	160704	0	796703.999999981	0	1.42222222222222	811.5	15.4907142857143	15.4907142857143	109.319467180228	109.319467180228	4.9051992388289	4.9051992388289	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.1417716384796	10.1417716384796	244196.038356166	0
258	162.02	13894800.0000001	13894800.0000001	0	8.02000000000001	3.80971704321124	0	139968	0	818368.000000024	0	1.28	901	15.0771428571429	15.0771428571429	125.514943799521	125.514943799521	5.6318954223591	5.6318954223591	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.2344683364255	10.2344683364255	244196.038356166	0
259	161.86	13332600	13332600	0	7.86000000000001	3.73169502910882	0	139968	0	702168.00000003	0	1.152	911.5	14.6635714285714	14.6635714285714	125.514943799521	125.514943799521	5.6318954223591	5.6318954223591	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.328012290464	10.328012290464	244196.038356166	0
260	161.69	12752900	12752900	0	7.69	3.65287007332722	0	139968	0	719668.000000034	0	1.0368	748.5	14.25	14.25	92.4800591096147	92.4800591096147	5.23850781893004	5.23850781893004	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4224112445914	10.4224112445914	244196.038356166	0
261	161.53	12207300	12207300	0	7.53	3.57524015932521	0	130464	0	676063.999999976	0	1	793.5	14.2233333333333	14.2233333333333	99.2170170579972	99.2170170579972	5.62012097130243	5.62012097130243	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4285275197869	10.4285275197869	244196.038356166	0
262	161.5	12105000	12105000	0	7.5	3.56029411764706	0	130464	0	232764.000000009	0	1	232	14.1966666666667	14.1966666666667	99.2170170579972	99.2170170579972	5.62012097130243	5.62012097130243	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4346473842498	10.4346473842498	244196.038356166	0
263	161.49	12070900	12070900	0	7.49000000000001	3.55528393025448	0	130464	0	164563.99999997	0	1	656.5	14.17	14.17	99.2170170579972	99.2170170579972	5.62012097130243	5.62012097130243	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4407708400867	10.4407708400867	244196.038356166	0
264	161.47	12002700	12002700	0	7.47	3.54522093572779	0	130464	0	198664.000000039	0	1	900.5	14.1433333333333	14.1433333333333	99.2170170579972	99.2170170579972	5.62012097130243	5.62012097130243	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4468978894049	10.4468978894049	244196.038356166	0
265	161.45	11934500	11934500	0	7.44999999999999	3.53510071090047	0	130464	0	198664.000000039	0	1	863.5	14.1166666666667	14.1166666666667	99.2170170579972	99.2170170579972	5.62012097130243	5.62012097130243	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4530285343134	10.4530285343134	244196.038356166	0
266	161.43	11866300	11866300	0	7.43	3.5249227661597	0	207360	0	275559.999999942	0	1.58940397350993	844	14.09	14.09	62.4240398989899	62.4240398989899	3.53599277777778	3.53599277777778	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4591627769221	10.4591627769221	244196.038356166	0
267	161.41	11798100	11798100	0	7.41	3.5146866062917	0	171072	0	239272.000000039	0	1.43046357615894	442.5	14.0633333333333	14.0633333333333	75.6655029078665	75.6655029078665	4.28605185185185	4.28605185185185	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4653006193423	10.4653006193423	244196.038356166	0
268	161.41	11798100	11798100	0	7.41	3.5146866062917	0	139968	0	139968	0	1.28741721854305	827.5	14.0366666666667	14.0366666666667	92.4800591096147	92.4800591096147	5.23850781893004	5.23850781893004	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4714420636865	10.4714420636865	244196.038356166	0
269	161.4	11764000	11764000	0	7.4	3.50954653937948	0	130464	0	164563.99999997	0	1.15867549668874	800.5	14.01	14.01	99.2170170579972	99.2170170579972	5.62012097130243	5.62012097130243	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4775871120685	10.4775871120685	244196.038356166	0
270	161.38	11695800	11695800	0	7.38	3.4992221158449	0	97632	0	165832.00000003	0	1.04280794701987	131.5	13.9833333333333	13.9833333333333	132.582031643872	132.582031643872	7.51007315634218	7.51007315634218	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4837357666032	10.4837357666032	244196.038356166	0
271	161.35	11593500	11593500	0	7.35	3.48362379807692	0	97632	0	199931.999999994	0	1	782.5	13.9566666666667	13.9566666666667	132.582031643872	132.582031643872	7.51007315634218	7.51007315634218	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4898880294069	10.4898880294069	0	0
272	161.32	11491200	11491200	0	7.32	3.46788990825688	0	97632	0	199931.999999994	0	1	745.5	13.93	13.93	76.0106194690266	76.0106194690266	6.63529646017699	6.63529646017699	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.4960439025971	10.4960439025971	0	0
273	161.3	11423000.0000001	11423000.0000001	0	7.30000000000001	3.45732445520582	0	121824	0	190023.999999933	0	1.24778761061947	145	13.59	13.59	60.9163120567376	60.9163120567376	5.31764893617021	5.31764893617021	55.4691964285714	55.4691964285714	0	0	0	0	0	0	10.5748486734018	10.5748486734018	0	0
274	161.29	11388900	11388900	0	7.28999999999999	3.45201867119301	0	130464	0	164564.000000063	0	1.12300884955752	525	13.25	13.25	249.287402904424	249.287402904424	9.52661398176292	9.52661398176292	51.7433823529412	51.7433823529412	0	0	0	0	0	0	10.6542451139784	10.6542451139784	0	0
275	161.3	11423000.0000001	11423000.0000001	0	7.30000000000001	3.45732445520582	0	171072	0	136971.999999937	0	1.3112582781457	415.5	13.0042857142857	13.0042857142857	190.113120396808	190.113120396808	7.26524601639495	7.26524601639495	51.7433823529412	51.7433823529412	0	0	0	0	0	0	10.7119948676998	10.7119948676998	0	0
276	161.31	11457100	11457100	0	7.31	3.46261484526112	0	160704	0	126604.000000034	0	1.18013245033113	244.5	12.7585714285714	12.7585714285714	202.378483003054	202.378483003054	7.73397156583979	7.73397156583979	51.7433823529412	51.7433823529412	0	0	0	0	0	0	10.7700576453868	10.7700576453868	0	0
277	161.3	11423000.0000001	11423000.0000001	0	7.30000000000001	3.45732445520582	0	139968	0	174067.999999966	0	1.06211920529801	240	12.5128571428571	12.5128571428571	232.360480484988	232.360480484988	8.87974513114938	8.87974513114938	51.7433823529412	51.7433823529412	0	0	0	0	0	0	10.8284351437392	10.8284351437392	0	0
